,text,scores,user_flowers,fav_count,aspects
177,@eparillon @NeverSassyLaura @sfmta_muni More bus service runs in existing streets.  The displaced cars are negligib… https://t.co/I0LnLbIv87,2,3870,0,"insurance,preexisting,healthcare,medicare"
178,@619_403 @KamVTV Is it darker than taking healthcare away from millions? Is it darker than wanting to take SS and M… https://t.co/q1e2HL0uZH,2,11,0,"preexisting,healthcare"
179,@Magicalminniex Its mostly about the art and time someone puts into them not about the basic supply cost! So you ca… https://t.co/v6o5M1jCdN,1,6701,3,cost
180,@keijirine idk what a boob pocket is but it sounds cool,3,233,0,"healthcare,insurance,coverage,medicare,aca,affordable,medicaid,pocket,preexisting"
181,"@dayjeff1977 @TomiLahren @itsJeffTiedrich Um, 26 year olds shouldn't be your thought leaders. Nothing to do with in… https://t.co/oxmxH2xoV2",2,282,0,"pocket,cost,insurance,prescription,preexisting"
182,"In this crazy time we at Lake Insurance are here for you. We are working remotely to serve your needs entirely, fro… https://t.co/ti2CSShEqc",2,5,0,"insurance,preexisting,healthcare,medicare,affordable"
183,"@destinyRtoro @bennessb your thread is so exactly right! when i say these things to the people i know in real life,… https://t.co/4dfxRFsrsa",3,22,2,"preexisting,insurance,prescription,medicare,medicaid"
184,All my friends graduating from the MFA are not only losing their income but are also losing their health insurance… https://t.co/lcNQpqsFjP,1,183,12,"healthcare,medicare,insurance"
185,Let's start with some of our sponsors. @GameStrat the #1 choice for coaches looking for a highly reliable and affor… https://t.co/YgX8PoZz3p,2,4228,0,"affordable,healthcare,insurance,coverage,medicare,aca,medicaid"
186,"✨Looking for cute &amp; affordable fashion finds ! Look no more @shopzaziwear has you covered ! ✨ 

🤎A BLACK OWNED BUSI… https://t.co/QmNwctygKs",3,2014,1,affordable
187,"and at times extended to Huey's, is a study of why it is necessary to abolish policing, prisons, the state, state r… https://t.co/ugzVyJsNRL",3,1092,1,"preexisting,healthcare,insurance,coverage,medicare,aca,affordable,medicaid"
188,I paid all my move out cost but I refuse to pay for anything y’all told me y’all would fix! Like bitch NO!,3,2750,0,"insurance,prescription,preexisting,medicare,medicaid,cost,affordable"
189,"President Donald Trump reiterated his support Wednesday for repealing the Affordable Care Act, a move which could c… https://t.co/2PUdxE0iwc",2,17423,2,"affordable,healthcare,medicare,insurance,coverage,aca,medicaid"
190,Anyone know any legitimate organizations that i could donate to for the yemen crisis???? It really isn’t getting as… https://t.co/4QOFi09vZN,1,269,0,"insurance,prescription,preexisting,medicare,medicaid,affordable"
191,Gadget Insurance at a Glance https://t.co/0m1yhkhclK,2,234,0,"insurance,healthcare,coverage,medicare,aca,affordable,medicaid"
192,I’m so excited for gen Z to find out how much 1 bedroom apartments cost https://t.co/Au4hr9lSjX,2,832,0,"affordable,cost"
193,"@jjryan6 How'd you land such a pretty lady, JC?  You outkicked your coverage.",2,8,0,"healthcare,insurance,coverage,medicare,aca,affordable,medicaid"
194,"I wish libs would just give black people money out of pocket. 
If you want to to do it fine, but leave there at of… https://t.co/llQ43lqphu",2,80,0,"insurance,prescription,preexisting,medicare,medicaid,pocket"
195,@micah_dakine Defunding the police doesn’t quite mean taking jobs. It’s pretty much taking the excess amounts of mo… https://t.co/E2HBCDWJk3,1,284,7,preexisting
196,"😱    President Trump's move to deploy the National Guard in Washington, D.C. to respond to the protests that erupte… https://t.co/eO3kKt49mC",2,26374,40,"insurance,preexisting"
197,"The house, which is located at 38 West 94th street in NYC was only used for exterior shots. The house is still ther… https://t.co/CNDcLhdC1A",2,1003,0,"preexisting,insurance,affordable"
198,@drsritz I think this is grossly unethical to profit off of admissions processes...(along with the conflict of inte… https://t.co/20K6AtJuHL,1,1617,94,"insurance,prescription,preexisting,medicare,medicaid"
199,@StarsCari Need help with your assignments? We have experienced writers who can handle it for you at affordable rates. Kindly DM,2,12,0,affordable
200,put 20 thousand in ya pocket we gon get the money 💚,2,716,0,"insurance,preexisting,pocket"
201,@jackyalcine I think you might be able to transfer ro https://t.co/QaZ1L6H95P and save $90 / year. I used to own… https://t.co/qZSzsT73aV,2,743,0,"insurance,prescription,preexisting,medicare,medicaid,affordable"
202,Y’all know Lebron ain’t affected by the season being cancelled he actually has insurance in his contract and his sa… https://t.co/envDu15S7w,3,297,0,"healthcare,insurance,preexisting"
203,"@CCbucko Yes, the best! And they typically don’t cost much money at all! How old is your little? The easy-going tim… https://t.co/NcDsjOUndp",3,595,1,"cost,preexisting"
204,"cupped the trill of a pied currawong, stole it from my eardrum, a sound pill placed in my pocket, for later in the day",1,25,1,"healthcare,insurance,coverage,medicare,aca,affordable,medicaid,preexisting,pocket"
205,"Why California Is In Trouble – 340,000 Public Employees With $100,000+ Paychecks Cost Taxpayers $45 B... via @forbes https://t.co/cKkNOgd434",3,18,0,"preexisting,insurance,cost"
206,Can y’all just IMAGINE the media coverage if Hillary was shown having trouble drinking a glass of water or walking… https://t.co/BqdKhfBkbh,1,613,1,"coverage,healthcare,insurance,medicare,aca,affordable,medicaid"
207,@villadanielfin @RigelOrionBeta @cwalbone @Eliza__Mae @rhysblakely A jet may cost 8k/week whereas health ins $80/we… https://t.co/csbwxD2ANa,2,4305,0,"healthcare,insurance,coverage,medicare,aca,affordable,medicaid,cost"
208,@Karenth01300895 @john_JustFacts @mikeaubrey2 Maybe buy a tent I go camping a lot and have been able to see some gr… https://t.co/CLZvt53Pis,3,19,1,"healthcare,insurance,coverage,medicare,aca,affordable,medicaid,prescription,preexisting"
209,@NylaRoseBeast @ChapStick I can’t even achieve this.  I have like a chapstick in every pocket and always manage to lose them lol,3,70,1,"insurance,prescription,preexisting,medicare,medicaid,healthcare,coverage,aca,affordable,pocket"
210,Arae Case for iPhone 11 PU Leather Wallet Case Cover [Stand Feature] with Wrist Strap and [4-Slots] ID&amp;Credit Cards… https://t.co/qc7S9oluON,2,6,0,"affordable,coverage"
211,"This shit bugs me all the time. Panera salad cost like $13, but that $7 pizza is more damn economical. https://t.co/AsKM0QuYGs",2,263,4,"medicare,medicaid,cost,preexisting"
212,"@PRlNCETRA ""That's right I got that life insurance... Don't do anything stupid okay?""",3,88,2,"insurance,prescription,preexisting,medicare,medicaid"
213,@childishgams Lmaooo what at LV don’t cost money so i don’t think anything is tiny,2,1986,1,"cost,insurance,prescription,preexisting,medicare,medicaid"
214,"@MorlockP Of course, being 70 he's on Medicare and doesn't owe more than a minimal co-pay.",1,748,3,"prescription,medicare,healthcare,insurance,coverage,aca,affordable,medicaid"
215,“I think healthcare ought to be a right and not a privilege. To the extent that that is not true in the United Stat… https://t.co/ZvYRVPw7eF,1,1454,0,"healthcare,insurance,coverage,medicare,aca,affordable,medicaid,preexisting"
216,@GOTConquest Game is trash.  Glitches cost you seats and resources customer support gives you the finger after 5 fi… https://t.co/KwUsVA7aod,1,85,0,"preexisting,cost"
217,@prollynotJasn @Austin_Choate @BigBoiMoisty @SavedYouAClickV ps4 launch at 400 bucks. Consoles are sold near cost w… https://t.co/rCUXPFg6uY,2,156,2,"healthcare,medicare,cost"
218,Lose your #Job and need #Health #Insurance? Here are some options https://t.co/GSIdQkrdW9 https://t.co/2tcEyCukDn,2,876,0,"insurance,healthcare,medicare"
219,"Even the Sedative isn't working. I'm too worked up. Insurance, stents, brain bleeds, riots... My friends protesting… https://t.co/d67byyySze",1,5493,25,insurance
220,"@dewdawn_ it was just a small disease i was born with, the scary part started because i used to take a lot of medic… https://t.co/k75VtdTvoN",3,320,2,"healthcare,insurance,coverage,medicare,aca,affordable,medicaid,prescription,preexisting"
221,"@bunnybunnyb1 @AmeshiaCross It's like now, Minneapolis is hardly getting any coverage because the riots are mostly… https://t.co/dyspl29ISb",1,2,1,"preexisting,coverage,healthcare,medicare"
222,Rare Antique Wostenholm IXL 18th Century Silver Whittler Pocket Knife Knives  https://t.co/6sNNBx22mo,2,28091,0,pocket
223,@gettv Prescription: Murder -- starring Gene Barry and Peter Falk as Lt. Columbo.,1,551,2,prescription
224,I definitely need a pocket pussy or sum 2 gf me I’m frustrated,2,1178,0,"insurance,prescription,preexisting,medicare,medicaid,healthcare,coverage,aca,affordable,pocket"
225,@lunarsith Yes but at the cost of no kisses https://t.co/Ju32b3g0z5,2,618,2,cost
226,@LovelyShad0w @Kyaandere imagine you’re about to die and the first thing that comes to your mind is how much this i… https://t.co/geiAH1jO1o,1,133,6,preexisting
227,@alextemthe @shoe0nhead Even in foreign countries that have universal or single-payer healthcare it is still a service that is paid for.,2,1776,0,"insurance,preexisting,affordable,healthcare,coverage,medicare,aca,medicaid"
228,@thehistoriann @BiancaPremo @thephdstory Agreed. I was lucky that my MA advisor made us make spreadsheets that plac… https://t.co/4JhkcQ4Fsj,2,283,2,"insurance,prescription,preexisting,medicare,medicaid"
229,"@sxpphicsato Omg omg omg look at that little baby 😍 I love him, he needs to be protected at all cost 💛",1,540,1,"insurance,prescription,preexisting,medicare,medicaid,healthcare,cost"
230,If voting made a difference it wouldnt have been predicted every year by the same company that handles your healthc… https://t.co/Ywv3B4AYKF,2,2,0,"healthcare,insurance,coverage,medicare,aca,affordable,medicaid"
231,i'll never forget when i was on a dc jury and one cop testified they searched a guy bc he suspected drugs were in a… https://t.co/y8TSArOy5X,1,3045,12,"insurance,prescription,preexisting,medicare,medicaid,healthcare,coverage,aca,affordable"
232,"Trump going after trans people is disgusting and disgraceful, you can’t deprive any HUMAN of their rights to health… https://t.co/KWkTdUScdb",1,83,2,preexisting
233,US taxpayers spent 5 times more on Don Jr.’s endangered animal hunt than originally reported https://t.co/rwxXQC3K1o,2,1902,0,prescription
234,Check out https://t.co/kMzOL9ODqS for trendy &amp; affordable fashion jewelry! Test your luck - spin the wheel for a ch… https://t.co/A95YnKzv7L,2,87,0,"affordable,healthcare,insurance,coverage,medicare,aca,medicaid"
235,"5/ So, if you are an innovative go-getter in Juba, think of how you can make cheap affordable copies of existing te… https://t.co/ICaZzcbHri",3,918,3,"healthcare,medicare,insurance,preexisting,affordable"
236,@vanOnselenP @australian So that’s more than $1M cost per job.,2,383,1,cost
237,I’ll make sure my fam is straight at all cost I’m Built that way I  saw my pops put on so I could never be a sucka,2,238,2,"preexisting,cost,insurance,prescription,medicare,medicaid,healthcare,coverage,aca,affordable"
238,@uTobian @GovofCO I'm on the Western Slope. Back in '93 when they were talking about putting Hillary in charge of h… https://t.co/qjKj39LCbZ,1,4080,1,"prescription,insurance,preexisting"
239,"@Jonpatriot @cyndy_jt @allastras @GOPChairwoman Pennsylvania.
Not that that makes any difference.

You do realize t… https://t.co/q2eBHu4HQq",2,670,1,healthcare
240,"@primalscursed ⠀in truth, there wasn’t much to find, the lab had been long destroyed and little remained. 
she was… https://t.co/gA9PWbVivE",1,30,0,"insurance,prescription,preexisting,pocket,cost,healthcare,affordable,medicaid"
241,"If you cant provide care for a gay or trans patient 
Then you shouldnt be in the healthcare field https://t.co/bKIlMY23A1",2,23,3,"healthcare,medicare,affordable,insurance,coverage,aca,medicaid,preexisting"
242,"My point is just that, you can stay single your whole life and feel perfectly fulfilled, you can travel your whole… https://t.co/hoRp8GT5Wm",2,637,0,preexisting
243,@gldnchildinc @immascamyou @Druski2Funny Those are tight but id be annoyed af having those in my pocket,1,126,0,"healthcare,medicare,medicaid,affordable,insurance,preexisting,pocket"
244,@SweetChickLife Hi! I work at NORTHWELL Lenox Hill hospital and I was wondering if your company could donate any fo… https://t.co/3VJFwKLe9b,3,169,0,"insurance,prescription,preexisting,medicare,medicaid"
245,"#auspol #abcnews #CEDA 
PM skips over fact that major costs affecting businesses are rent, power, fuel, bus' insura… https://t.co/lQSUcZcqFT",3,1604,6,"coverage,cost,healthcare,medicare"
246,"@RepJeffries @CNNSotu @JoeBiden @AOC @RepPressley @IlhanMN @RepTimRyan @Morning_Joe Black Rent Payments Matter.
Bla… https://t.co/rA9ZvdgwPQ",1,1166,0,"aca,healthcare,medicare"
247,"@tim_cook Bravo! @tim_cook, are there plans to offer an affordable iPhone for students in poverty? We have seen the… https://t.co/uN4QC28dAW",2,1054,2,"healthcare,medicare,insurance,affordable,preexisting"
248,"We need change.""More than 70 per cent of the $1.4-billion annual cost of B.C.’s taxpayer-funded, long-term care goe… https://t.co/Y1rOSlNlHJ",2,1709,10,"cost,healthcare,medicare"
249,@leelooD5 In 15 minutes you can have an insurance with Geiko.,2,141,0,"insurance,preexisting"
250,"Luckily, he has insurance.",2,296,1,"healthcare,insurance"
251,@KennyHoward12 @SportsCenter @obj I'm sure that you won't... you don't want to see the problem it doesn't serve you… https://t.co/3gKMoPFgEX,2,331,0,"insurance,healthcare"
252,@JOEBYJOE_ Where’s the June 9 the coverage ?,2,6833,1,coverage
253,@David__Jetta That legit makes no sense u should be happy about that being compatible and if they make a new one an… https://t.co/617meQLPVF,1,14,4,"insurance,healthcare,coverage,medicare,aca,affordable,medicaid"
254,@Ruin2day @Prez215 I know a guy who was sleeping in his truck in a bar parking lot w/ his keys in his pocket. Engin… https://t.co/cLLuDLJaMd,2,332,2,"insurance,prescription,preexisting,medicare,medicaid,healthcare,coverage,aca,affordable,pocket"
255,"@Alien8n Marine. I took my teddy bear with me. Was in Iraq and Afg.
I agree about needing better firearms restricti… https://t.co/QmQ0otioQS",2,1146,0,"insurance,prescription,preexisting,medicare,medicaid"
256,@IAWrestle Lets do more of these like today's wrestle offs for Team Seabolt.  Let us do some college wrestling offs… https://t.co/etP5eJzPYN,2,61,2,affordable
257,@Calimari93 I’m very new to R so I’m still in the “this thing is so confusing how do I make it do what I want?!” ph… https://t.co/QIy0AOelL7,3,177,1,"healthcare,insurance,coverage,prescription,preexisting,medicare,affordable,medicaid"
258,@Crafty19621 @1diydiva @shotgun72000 @Arriadna @TrinityResists @parscale Yeah you have thought you had the military… https://t.co/OhoXVCUDSp,2,5,1,"aca,healthcare,medicaid"
259,@KarlRove Will insurance companies pay off on claims for damage as a result of sanctuary cities or cities where law… https://t.co/RjtlKMg3Ym,2,401,0,"insurance,prescription,affordable,healthcare,coverage,medicare,aca,medicaid"
260,@miss96jane @ToireasaB @DKnight10000 Absolutely. I cannot stand trump but he has more cognitive skills than Biden a… https://t.co/GtHkaOUJq9,2,766,2,"insurance,prescription,preexisting,medicare,medicaid,healthcare"
261,NASCAR decade years are getting a lot of coverage tonight!,2,849,0,"healthcare,medicare,insurance,coverage,aca,affordable,medicaid"
262,"@Reneeme14 @CapehartJ No one knows Rice’s policies, though. Is she progressive or more of a centrist on healthcare,… https://t.co/7NE4lDaKV0",2,1867,0,"preexisting,affordable,healthcare,insurance,coverage,medicare,aca,medicaid,prescription"
263,"@SDMarcoXolos @bryanalvarez ""I bet you take Hydroxycloroquine, you MAGA MOFO and if you didn't know that requires a prescription.""",1,78,0,"healthcare,insurance,coverage,medicare,aca,affordable,medicaid,prescription"
264,@liberty_demand @PotatoGame @ochealth Who lied to you? They have told me on here that you can only go private and pay out of pocket.,2,3,1,"medicare,medicaid,prescription,pocket"
265,@Reuters More dead Americans - oh well just the cost of doing business. This self inflicted wound from friendly fir… https://t.co/jziadF9Vnx,1,74,1,cost
266,"Ableism is heavily influenced by antiblackness, much the same as fatmisia. Ableism intersects with racism in polici… https://t.co/Uw0EAtontO",2,738,30,"preexisting,insurance"
267,"@toddschnitt @CDCgov Please don’t misunderstand me for what I’m saying about this number, I realize no matter what… https://t.co/HWO3pEGKrX",3,165,1,"medicare,medicaid,affordable,insurance,prescription,preexisting"
268,This serape pocket though y’all. 😍🙌🏻 30$ shipped! 33$ if you’d like the matching scrunchie with it! This is a size… https://t.co/c0UQmCV5wg,2,515,6,"pocket,preexisting,healthcare,insurance,coverage,medicare,aca,affordable,medicaid"
269,Thank god for Insurance! Specifically flood insurance!,2,462,0,"affordable,insurance"
270,@DCelebrityNurse And the cost😭,2,895,0,cost
271,@RepLeeZeldin #AbsenteeLee is out of touch with his constituents in Hampton Bays. Zeldin’s divisiveness and embarra… https://t.co/qY8F7HSygr,2,939,12,"preexisting,insurance"
272,"@StanleyMJohnson I was thinking of overcrowding like in homeless shelters with many people in one room, or the dorm… https://t.co/cIX56pAmbU",2,247,0,"insurance,prescription,preexisting,medicare,medicaid,affordable"
273,@Watsonmrk @RentonJE @SlaveryMuseum It does: https://t.co/CtRFeZNiIt - but you also get a clear idea of the human c… https://t.co/deIo9FJQBF,2,2483,4,"healthcare,insurance,coverage,medicare,aca,affordable,medicaid"
274,@lone_rides This is why I always wonder about confidence in shooting as a factor.  An officer confident in their sh… https://t.co/zQyYHpj7qS,3,242,1,"preexisting,insurance,prescription,medicare,medicaid,healthcare,coverage,aca,affordable"
275,"to be nice it costs, $0 bit to be mean and disrespectful it will cost you a whole lot of real ass friends who would stick by you✊",3,3,0,"cost,healthcare,insurance,coverage,medicare,aca,affordable,medicaid"
276,"@RaheemKassam @AnnCoulter Churchill planned Gallipoli, the worst military desaster in British History!
He helped pu… https://t.co/Pl6xvzCHjE",1,248,0,"insurance,preexisting,healthcare"
277,We Are Now Doing Instagram Video Frames Now The Cost Is Only $45.00 Each Or Two Frames For $60.00  If You Wanna Ord… https://t.co/I4ye0fNZ7z,1,151075,0,"healthcare,medicare,cost,preexisting,affordable"
278,@roseg @year_man80 @DanielAndrewsMP No just political interference as usual going in favour of the corrupt ruling c… https://t.co/StbD0t1uO1,1,299,0,"insurance,preexisting"
279,@FarrukhFL Many people are suffering from depression in this world and commit sucide. People around them must have… https://t.co/0TnHyACLV6,1,12,0,"healthcare,medicare,insurance,preexisting"
280,"@zhvzanjin pocket sized,, https://t.co/qCp2AG9dgu",2,727,0,pocket
281,@nursyafikah_amk Insurance mana? Aia? Great eastern? Prudential?,2,62,0,insurance
282,@Cloud1Bk Looks like Al might have his hand in holders pocket. Not unusual for him to have a hand in someone else’s pocket.,3,220,1,"healthcare,insurance,preexisting,pocket,affordable,coverage,medicare,aca,medicaid"
283,"@JediofGallifrey To the liberals trying to say ""defund means reduce spending a little and improve,"" a question:

Wh… https://t.co/7Pjx94AZ9n",1,169,6,"healthcare,insurance,coverage,medicare,aca,affordable,medicaid"
284,"@JdaJdaa Hi. We are academic  experts with years  of experience. Kindly hire us to ace your assignments,  essays an… https://t.co/bczKsRfE4P",2,136,0,"healthcare,medicare,aca"
285,@Caleb92150305 @EmmaLangevinXO shiiii caleb lemme pocket this one,2,95,14,pocket
286,"@Eliza__Mae @rhysblakely I think she was more or less pointing out the ridiculous cost of medical care, wether bein… https://t.co/wLA8MSoHOz",1,239,0,"insurance,prescription,preexisting,medicare,medicaid,affordable,cost"
287,I’m sick of us lying to ourselves! #BlackPeople we need mental healthcare resources. Now!,1,361,0,healthcare
288,"@realDonaldTrump Since you only watch Faux News and OANN, I'm assuming that you're complaining about their lack of coverage.",1,18,0,coverage
289,"@CandlbLaura ...And just in case you missed the point, I had the mental acuity to know if I told the truth about ha… https://t.co/YDHTOYuyJe",2,3196,0,"insurance,preexisting,prescription,medicare,medicaid"
290,@VulpesDraconis Ah that sucks new phones cost ridiculously. I guess you could try calling your network provider see… https://t.co/8l42GO4TyZ,3,1571,1,"cost,insurance,prescription,preexisting,medicare,medicaid"
291,IN ANOTHER CHAPTER FROM LOVE STORIES AND WINE:SINCE SOLD MOST THINGS;FOR A COST OF LIVING THAT WAS PROSPEROUS;TO PU… https://t.co/ipTMpaFTaM,3,13,0,"insurance,preexisting,healthcare,coverage,medicare,aca,affordable,medicaid,cost"
292,@ReedTimmerAccu @RadarOmega_WX Hand-hammered things are expensive.  I'll bet hand- hammered by God things cost a lot too!,2,17,4,"healthcare,medicare,cost,insurance,coverage,aca,affordable,medicaid"
293,"us coverage
up coronavirus
unsure cases
usa churchill
unemployment colin
ufc cynthia
under confirmed
unsteady colonial",1,524,0,coverage
294,"But in other news I got my dad to agree to pay for a portion of my bbl. lmao. At first it was a hard no, last time… https://t.co/ckTIvydSsY",2,1072,0,"insurance,preexisting,prescription,medicare,medicaid,affordable,healthcare,coverage,aca"
295,@stevehamlin19 Consider chronological order vs release order https://t.co/pChvvT0q7I,2,1106,4,cost
296,@jeff5581 @JGord1994 @Savycon63 @chrislhayes When watching the uploaded cell phone videos on twitter and the news c… https://t.co/XLMPentbR4,2,729,1,prescription
297,@James_Renkov @mmooch1970 @Treese09543560 @rsnoeljr @Madmax15356988 @catturd2 @realDonaldTrump not all businesses h… https://t.co/vpIJp6EKDk,1,912,2,"aca,cost,healthcare"
298,@Arbys Hi! I work at NORTHWELL Lenox Hill hospital and I was wondering if your company could donate any food to the… https://t.co/tjxnCOcPpA,3,169,0,"insurance,prescription,preexisting,medicare,medicaid"
299,"@aoxamaxoa @jmartNYT It’s downhill all the way for the @gop from here. 
Covid spikes picking death toll back up, ec… https://t.co/kpJxTKi1Ta",1,34,1,affordable
300,"@Such Mnuchin's $540,000,000,000.00 for infrastructure? Job-training programs? Child care? Medicare? Medicaid? Scho… https://t.co/gOJf5NIS9O",2,308,82,"affordable,medicare,medicaid"
301,"For anyone who needs to see this rn, trans folx lost their right to healthcare this week. I see you.… https://t.co/b39oSb6rFO",1,28,0,"affordable,healthcare,insurance,prescription,preexisting,medicare,medicaid"
302,"pocket yeoyeo pls he's the Cutest i love him so much 
 https://t.co/zkXt1TQSDQ",2,454,1,"pocket,insurance,prescription,preexisting,medicare,medicaid"
303,"America

Defund HealthCare : “oh sure no problem” 
Defund Education : “ welp fuck them kids” 
Defund Police: “Wait… https://t.co/icYMh5bLTp",1,568,3,healthcare
304,"No truer words...""It makes no sense, because if you're in this (Trump) administration as a political appointee serv… https://t.co/PWtWBHu13m",1,143,0,"insurance,preexisting,healthcare,coverage,medicare,aca,affordable,medicaid"
305,@JenJoeGibson @snackwell @rhysblakely Not to mention what she describes still happens in the US. And NHS healthcare… https://t.co/lMXnMf35Hl,1,32,6,"insurance,preexisting,healthcare"
306,"He did have insurance so the actual amount owed is less, but this still illustrates how scary medical bills are if… https://t.co/KOQvajxAhM",1,73,0,"healthcare,insurance,preexisting,medicare"
307,"@joshschultzdc I'm thinking more in terms of ""stepping"" into M4A. IMO, something so big would go smoother if we did… https://t.co/nDCqC756KS",2,134,0,"insurance,preexisting"
308,"@LABoltsFan A has generational IQ elite coverage, and elite run stopper and is the general of his defense and was t… https://t.co/x5HNPjED81",2,279,0,"healthcare,insurance,coverage,medicare,aca,affordable,medicaid,preexisting"
309,@rhysblakely Didn’t Obama care helped him secure a good insurance?,3,1546,0,"healthcare,medicare,insurance,coverage,aca,affordable,medicaid"
310,Health Insurance https://t.co/Gp9UgxdLI0,2,6,0,"healthcare,insurance"
311,@NewEnglandsRis1 @briantylercohen @tedcruz A tailor doesn't cost much it's sad how many people neglect it,1,8,0,"healthcare,insurance,coverage,medicare,aca,affordable,medicaid,cost"
312,@PiperPerabo @ChrisLu44 @DelPercioS @Kathy_Valentine @shauna @girihajinetflix @ZerlinaMaxwell @chasestrangio… https://t.co/UVVf2wUqsC,2,5853,4,cost
313,"Satan would love people who are naturally good. 

To lose their mind &amp; commit atrocities &amp; violence so bad.

They c… https://t.co/ch3y6Lrwb4",3,2,0,"healthcare,medicare"
314,What should I do for my birthday next week? Other than lose health insurance and detransition,2,378,14,"insurance,prescription,preexisting,medicare,medicaid,affordable,healthcare"
315,"@patriot_21st @DKnight10000 Apparently, if you believe Hillary Clinton, we can cost Dems elections 🤷‍♂️",2,144,1,cost
316,"@PlayStation Excuse me, why in the hell will it cost double in europe than in the US? Makes no sense what so ever. Shameless",1,15,0,"insurance,preexisting,cost"
317,@GamingwithDaisi Grotesque he is robbing LGTBQ people of healthcare during a pandemic 😭 I will forever not understa… https://t.co/t9bzmO8lkx,1,34,1,"healthcare,preexisting,insurance,coverage,medicare,aca,affordable,medicaid,prescription"
318,@TheModelYGuy We own it 100% you mean insurance won’t just cut a 110k cheque? ;(,2,345,1,"insurance,healthcare,coverage,medicare,aca,affordable,medicaid"
319,AUSKY 4 Sets Elegant Adjustable Pre-Tied Bow Tie Pocket Square Handkerchief set for Men Boys https://t.co/7Slungyh9h,2,287,0,"pocket,affordable"
320,"@CrankGameplays A number of therapists having sliding scales and see pro bono, but it's not enough and doesn't guar… https://t.co/48TcCe50cq",1,61,1,"healthcare,insurance,coverage,medicare,aca,affordable,medicaid"
321,Up for sales wat are u still waiting 4 unique outfits at affordable prices omg don't miss dis https://t.co/luxEDUXniW,1,294,1,"affordable,healthcare,medicare,insurance"
322,Human Rights Campaign: Trans rights/rights to healthcare. - Sign the Petition! https://t.co/UQYeUjv116 via @Change,2,1520,0,healthcare
323,Neither Gen X nor Millennials will run the world. Boomers control it now and Zoomers will lead the revolution. Your… https://t.co/NgpaEEpclw,1,135,2,preexisting
324,@futureroll @Vokskan1680 @Charlie87526606 @paulcshipley @realDonaldTrump @FoxNews @CAPAction That's because of the… https://t.co/KYy38a1PrW,2,379,0,"prescription,aca"
325,"@Melendez_89 There is a few layers to this IMO, but the end PD used lethal force on a man running away with an offi… https://t.co/80aQRX7i6Q",2,1633,0,"preexisting,healthcare,insurance,coverage,medicare,aca,affordable,medicaid,prescription"
326,between 2014 and 2019 the NYPD and correction facilities received $41.1 billion in funding. It would cost about $20… https://t.co/fnENT0Q5C7,3,96,0,"insurance,preexisting,cost"
327,@ballardsigns @shall_try @youdont12492903 @xansteel @SandieWerdman @dvillella @realDonaldTrump Well idk what you’re… https://t.co/StHP5bOMdX,2,470,3,medicaid
328,"Keep in mind - they continue working around the clock! So proud of all, but personally so proud of @perezreports an… https://t.co/4azhW1uP9V",2,3820,60,"insurance,preexisting"
329,@AustinNix123 I did snack on pepperoni and crackers earlier but might have a hot pocket posibly but I'm not sure be… https://t.co/IKbWudbAql,1,336,0,"insurance,prescription,preexisting,medicare,medicaid,healthcare,coverage,aca,affordable,pocket"
330,@ramschip @xtina_fay @DanielGStone It’s cool man. You keep mowing them infinite lawns and paying for that house not… https://t.co/uv3LQvFqgz,3,49,2,affordable
331,"@wduffield5 @JennaEllisEsq @ProjectLincoln tRumps make all their crap there, 
ivanka has all those tradmarks from c… https://t.co/jeA4YODfvd",2,1530,0,prescription
332,@ideafaktory @DylanRatigan Could be an interesting way to solve the affordable housing program. The wealthy don’t w… https://t.co/ZQFOdienUp,2,1690,1,"insurance,affordable"
333,"@LindseyGrahamSC @realDonaldTrump Exactly how much did you cost him? Whatever it was he should triple it, you're a… https://t.co/cre6fm7sG3",2,176,0,"cost,healthcare"
334,Hey Trumpty Dumpty...there is a good reason this is what you see. You are a horrible person and we don't like you..… https://t.co/sldnukewN2,3,253,0,"preexisting,healthcare,insurance,coverage,medicare,aca,affordable,medicaid"
335,"@Jeremy_Morton_ What if a million things. There are plenty of factors like carp that affect river health - grazing,… https://t.co/uVLrv20oKJ",2,2886,0,"healthcare,insurance,coverage,medicare,aca,affordable,medicaid"
336,"I have a very good one lined up that I'm interviewing for tomorrow! But even if I get that, it doesn't start until… https://t.co/u3IVWrIH2b",3,40,0,"insurance,prescription,preexisting,medicare,medicaid,healthcare,coverage,aca,affordable"
337,@marat_frida @davidbewart I wish the brilliant indi’s got more coverage/exposure. So many are just getting the old… https://t.co/Sfy4ydWtaw,3,868,1,"insurance,prescription,preexisting,medicare,medicaid,coverage,healthcare"
338,@PureMichGirl @SamuelBuckner11 I’ve often thought about this duality! It’s like walking around with a Bible in one… https://t.co/pCjT3fIGtb,2,931,0,"healthcare,insurance,coverage,medicare,aca,affordable,medicaid,preexisting"
339,"@realDonaldTrump I see the corrupted save our positions at all cost, destroy Trump, deep state is really going all… https://t.co/6srrRSaKNt",1,7,0,"insurance,prescription,preexisting,medicare,medicaid,cost"
340,@brandonrountree @cantkilldrench @tantragermany @Eliza__Mae @rhysblakely What is your point? I never said the hospi… https://t.co/gFOt4x3BUF,2,165,0,"preexisting,insurance,prescription,medicare,medicaid"
