FIPS,ID,area_name,Unemployment_Rate
51520,200051520,"Bristol city, VA",3.2
51530,200051530,"Buena Vista city, VA",2.3
51540,200051540,"Charlottesville city, VA",3
51550,200051550,"Chesapeake city, VA",2.3
51570,200051570,"Colonial Heights city, VA",2.3
51580,200051580,"Covington city, VA",4
51590,200051590,"Danville city, VA",4.4
51595,200051595,"Emporia city, VA",3.1
51600,200051600,"Fairfax city, VA",1.4
51610,200051610,"Falls Church city, VA",1.6
51620,200051620,"Franklin city, VA",3.2
51630,200051630,"Fredericksburg city, VA",2.3
51640,200051640,"Galax city, VA",3.5
51650,200051650,"Hampton city, VA",2.7
51660,200051660,"Harrisonburg city, VA",2.3
51670,200051670,"Hopewell city, VA",2.9
51678,200051678,"Lexington city, VA",3.6
51680,200051680,"Lynchburg city, VA",2.4
51683,200051683,"Manassas city, VA",1.7
51685,200051685,"Manassas Park city, VA",1.4
51690,200051690,"Martinsville city, VA",8
51700,200051700,"Newport News city, VA",2.6
51710,200051710,"Norfolk city, VA",3.3
51720,200051720,"Norton city, VA",4.1
51730,200051730,"Petersburg city, VA",3.4
51735,200051735,"Poquoson city, VA",1.9
51740,200051740,"Portsmouth city, VA",3.4
51750,200051750,"Radford city, VA",3.3
51760,200051760,"Richmond city, VA",2.7
51770,200051770,"Roanoke city, VA",2.5
51775,200051775,"Salem city, VA",1.9
51790,200051790,"Staunton city, VA",2.2
51800,200051800,"Suffolk city, VA",2.5
51810,200051810,"Virginia Beach city, VA",2.2
51820,200051820,"Waynesboro city, VA",2.6
51830,200051830,"Williamsburg city, VA",4.4
51840,200051840,"Winchester city, VA",2.2
53000,200053000,Washington,5.2
53001,200053001,"Adams County, WA",8.4
53003,200053003,"Asotin County, WA",5.6
53005,200053005,"Benton County, WA",5.5
53007,200053007,"Chelan County, WA",7.2
53009,200053009,"Clallam County, WA",7.6
53011,200053011,"Clark County, WA",5.3
53013,200053013,"Columbia County, WA",8.8
53015,200053015,"Cowlitz County, WA",7
53017,200053017,"Douglas County, WA",6.8
53019,200053019,"Ferry County, WA",10.5
53021,200053021,"Franklin County, WA",8
53023,200053023,"Garfield County, WA",5.2
53025,200053025,"Grant County, WA",8.6
53027,200053027,"Grays Harbor County, WA",8.1
53029,200053029,"Island County, WA",5.6
53031,200053031,"Jefferson County, WA",6
53033,200053033,"King County, WA",3.7
53035,200053035,"Kitsap County, WA",5.6
53037,200053037,"Kittitas County, WA",6.1
53039,200053039,"Klickitat County, WA",8.3
53041,200053041,"Lewis County, WA",8.1
53043,200053043,"Lincoln County, WA",5.3
53045,200053045,"Mason County, WA",7.1
53047,200053047,"Okanogan County, WA",9.1
53049,200053049,"Pacific County, WA",7.8
53051,200053051,"Pend Oreille County, WA",8.4
53053,200053053,"Pierce County, WA",5.6
53055,200053055,"San Juan County, WA",4.4
53057,200053057,"Skagit County, WA",6.4
53059,200053059,"Skamania County, WA",6.8
53061,200053061,"Snohomish County, WA",4.1
53063,200053063,"Spokane County, WA",5.8
53065,200053065,"Stevens County, WA",8
53067,200053067,"Thurston County, WA",5.1
53069,200053069,"Wahkiakum County, WA",7.4
53071,200053071,"Walla Walla County, WA",6.3
53073,200053073,"Whatcom County, WA",5.7
53075,200053075,"Whitman County, WA",4.1
53077,200053077,"Yakima County, WA",8.5
54000,200054000,West Virginia,5.5
54001,200054001,"Barbour County, WV",7.9
54003,200054003,"Berkeley County, WV",3.6
54005,200054005,"Boone County, WV",6.8
54007,200054007,"Braxton County, WV",7.3
54009,200054009,"Brooke County, WV",4.6
54011,200054011,"Cabell County, WV",4.8
54013,200054013,"Calhoun County, WV",10.3
54015,200054015,"Clay County, WV",8.5
54017,200054017,"Doddridge County, WV",5.8
54019,200054019,"Fayette County, WV",7.1
54021,200054021,"Gilmer County, WV",7.3
54023,200054023,"Grant County, WV",5.3
54025,200054025,"Greenbrier County, WV",6.6
54027,200054027,"Hampshire County, WV",3.3
54029,200054029,"Hancock County, WV",4.6
54031,200054031,"Hardy County, WV",3.8
54033,200054033,"Harrison County, WV",5.8
54035,200054035,"Jackson County, WV",5.9
54037,200054037,"Jefferson County, WV",3.4
54039,200054039,"Kanawha County, WV",4.9
54041,200054041,"Lewis County, WV",5.8
54043,200054043,"Lincoln County, WV",7.3
54045,200054045,"Logan County, WV",7.5
54047,200054047,"McDowell County, WV",10.3
54049,200054049,"Marion County, WV",5.8
54051,200054051,"Marshall County, WV",5.7
54053,200054053,"Mason County, WV",8.1
54055,200054055,"Mercer County, WV",5.1
54057,200054057,"Mineral County, WV",5.4
54059,200054059,"Mingo County, WV",7.8
54061,200054061,"Monongalia County, WV",4.3
54063,200054063,"Monroe County, WV",4.9
54065,200054065,"Morgan County, WV",3.9
54067,200054067,"Nicholas County, WV",6.8
54069,200054069,"Ohio County, WV",4.5
54071,200054071,"Pendleton County, WV",7.9
54073,200054073,"Pleasants County, WV",5.8
54075,200054075,"Pocahontas County, WV",6.7
54077,200054077,"Preston County, WV",5.6
54079,200054079,"Putnam County, WV",4.8
54081,200054081,"Raleigh County, WV",6.1
54083,200054083,"Randolph County, WV",6
54085,200054085,"Ritchie County, WV",6.3
54087,200054087,"Roane County, WV",9
54089,200054089,"Summers County, WV",7.4
54091,200054091,"Taylor County, WV",5.5
54093,200054093,"Tucker County, WV",6.3
54095,200054095,"Tyler County, WV",5.9
54097,200054097,"Upshur County, WV",6
54099,200054099,"Wayne County, WV",5.2
54101,200054101,"Webster County, WV",7.3
54103,200054103,"Wetzel County, WV",8
54105,200054105,"Wirt County, WV",7
54107,200054107,"Wood County, WV",4.6
54109,200054109,"Wyoming County, WV",7.7
55000,200055000,Wisconsin,3.5
55001,200055001,"Adams County, WI",4.6
55003,200055003,"Ashland County, WI",5.5
55005,200055005,"Barron County, WI",4.1
55007,200055007,"Bayfield County, WI",5.5
55009,200055009,"Brown County, WI",2.9
55011,200055011,"Buffalo County, WI",3.8
55013,200055013,"Burnett County, WI",4
55015,200055015,"Calumet County, WI",2.8
55017,200055017,"Chippewa County, WI",4.3
55019,200055019,"Clark County, WI",4.4
55021,200055021,"Columbia County, WI",3.7
55023,200055023,"Crawford County, WI",3.8
55025,200055025,"Dane County, WI",2.4
55027,200055027,"Dodge County, WI",3.3
55029,200055029,"Door County, WI",4.1
55031,200055031,"Douglas County, WI",4.5
55033,200055033,"Dunn County, WI",3.5
55035,200055035,"Eau Claire County, WI",3.3
55037,200055037,"Florence County, WI",4.3
55039,200055039,"Fond du Lac County, WI",3.1
55041,200055041,"Forest County, WI",5.9
55043,200055043,"Grant County, WI",3.4
55045,200055045,"Green County, WI",3.3
55047,200055047,"Green Lake County, WI",4.1
55049,200055049,"Iowa County, WI",2.9
55051,200055051,"Iron County, WI",7.1
55053,200055053,"Jackson County, WI",4.7
55055,200055055,"Jefferson County, WI",3
55057,200055057,"Juneau County, WI",5.1
55059,200055059,"Kenosha County, WI",4.2
55061,200055061,"Kewaunee County, WI",2.8
55063,200055063,"La Crosse County, WI",3.3
55065,200055065,"Lafayette County, WI",3.1
55067,200055067,"Langlade County, WI",4.8
55069,200055069,"Lincoln County, WI",4.3
55071,200055071,"Manitowoc County, WI",3.4
55073,200055073,"Marathon County, WI",3.4
55075,200055075,"Marinette County, WI",4.5
55077,200055077,"Marquette County, WI",5.4
55078,200055078,"Menominee County, WI",9.1
55079,200055079,"Milwaukee County, WI",4.4
55081,200055081,"Monroe County, WI",3.8
55083,200055083,"Oconto County, WI",3.7
55085,200055085,"Oneida County, WI",5.1
55087,200055087,"Outagamie County, WI",3
55089,200055089,"Ozaukee County, WI",2.6
55091,200055091,"Pepin County, WI",3.6
55093,200055093,"Pierce County, WI",2.6
55095,200055095,"Polk County, WI",3.5
55097,200055097,"Portage County, WI",3.6
55099,200055099,"Price County, WI",5.2
55101,200055101,"Racine County, WI",4.1
55103,200055103,"Richland County, WI",3.6
55105,200055105,"Rock County, WI",4.3
55107,200055107,"Rusk County, WI",5.4
55109,200055109,"St. Croix County, WI",2.5
55111,200055111,"Sauk County, WI",3.1
55113,200055113,"Sawyer County, WI",5.5
55115,200055115,"Shawano County, WI",3.7
55117,200055117,"Sheboygan County, WI",2.6
55119,200055119,"Taylor County, WI",3.9
55121,200055121,"Trempealeau County, WI",4.1
55123,200055123,"Vernon County, WI",3.8
55125,200055125,"Vilas County, WI",5.1
55127,200055127,"Walworth County, WI",3
55129,200055129,"Washburn County, WI",5.3
55131,200055131,"Washington County, WI",2.9
55133,200055133,"Waukesha County, WI",2.8
55135,200055135,"Waupaca County, WI",3.5
55137,200055137,"Waushara County, WI",4.3
55139,200055139,"Winnebago County, WI",2.8
55141,200055141,"Wood County, WI",4
56000,200056000,Wyoming,3.9
56001,200056001,"Albany County, WY",3.4
56003,200056003,"Big Horn County, WY",5.1
56005,200056005,"Campbell County, WY",3.1
56007,200056007,"Carbon County, WY",4.3
56009,200056009,"Converse County, WY",4
56011,200056011,"Crook County, WY",3.7
56013,200056013,"Fremont County, WY",5.3
56015,200056015,"Goshen County, WY",3.7
56017,200056017,"Hot Springs County, WY",3.7
56019,200056019,"Johnson County, WY",3.8
56021,200056021,"Laramie County, WY",3.8
56023,200056023,"Lincoln County, WY",3.9
56025,200056025,"Natrona County, WY",4
56027,200056027,"Niobrara County, WY",3.7
56029,200056029,"Park County, WY",4.1
56031,200056031,"Platte County, WY",4.1
56033,200056033,"Sheridan County, WY",4.1
56035,200056035,"Sublette County, WY",3
56037,200056037,"Sweetwater County, WY",4
56039,200056039,"Teton County, WY",2.5
56041,200056041,"Uinta County, WY",4.1
56043,200056043,"Washakie County, WY",4.7
56045,200056045,"Weston County, WY",4.3
72000,200072000,Puerto Rico,10.1
72001,200072001,"Adjuntas Municipio, PR",12.5
72003,200072003,"Aguada Municipio, PR",13.1
72005,200072005,"Aguadilla Municipio, PR",13.2
72007,200072007,"Aguas Buenas Municipio, PR",10
72009,200072009,"Aibonito Municipio, PR",11.7
72011,200072011,"Anasco Municipio, PR",12.5
72013,200072013,"Arecibo Municipio, PR",11.2
72015,200072015,"Arroyo Municipio, PR",14.6
72017,200072017,"Barceloneta Municipio, PR",12.8
72019,200072019,"Barranquitas Municipio, PR",10.9
72021,200072021,"Bayamon Municipio, PR",7.6
72023,200072023,"Cabo Rojo Municipio, PR",9.6
72025,200072025,"Caguas Municipio, PR",9.3
72027,200072027,"Camuy Municipio, PR",10.5
72029,200072029,"Canovanas Municipio, PR",12
72031,200072031,"Carolina Municipio, PR",7.9
72033,200072033,"Catano Municipio, PR",9.3
72035,200072035,"Cayey Municipio, PR",11.4
72037,200072037,"Ceiba Municipio, PR",10.7
72039,200072039,"Ciales Municipio, PR",14.2
72041,200072041,"Cidra Municipio, PR",10.5
72043,200072043,"Coamo Municipio, PR",11.6
72045,200072045,"Comerio Municipio, PR",12
72047,200072047,"Corozal Municipio, PR",9.9
72049,200072049,"Culebra Municipio, PR",5.9
72051,200072051,"Dorado Municipio, PR",8.1
72053,200072053,"Fajardo Municipio, PR",11.8
72054,200072054,"Florida Municipio, PR",12.5
72055,200072055,"Guanica Municipio, PR",15.8
72057,200072057,"Guayama Municipio, PR",12.8
72059,200072059,"Guayanilla Municipio, PR",15.6
72061,200072061,"Guaynabo Municipio, PR",5.5
72063,200072063,"Gurabo Municipio, PR",8.9
72065,200072065,"Hatillo Municipio, PR",11.2
72067,200072067,"Hormigueros Municipio, PR",10.6
72069,200072069,"Humacao Municipio, PR",12.2
72071,200072071,"Isabela Municipio, PR",14
72073,200072073,"Jayuya Municipio, PR",12.5
72075,200072075,"Juana Diaz Municipio, PR",12.6
72077,200072077,"Juncos Municipio, PR",10.9
72079,200072079,"Lajas Municipio, PR",12.9
72081,200072081,"Lares Municipio, PR",11.5
72083,200072083,"Las Marias Municipio, PR",13.9
72085,200072085,"Las Piedras Municipio, PR",12.2
72087,200072087,"Loiza Municipio, PR",11.6
72089,200072089,"Luquillo Municipio, PR",12.8
72091,200072091,"Manati Municipio, PR",13.4
72093,200072093,"Maricao Municipio, PR",12.2
72095,200072095,"Maunabo Municipio, PR",14.3
72097,200072097,"Mayaguez Municipio, PR",12.3
72099,200072099,"Moca Municipio, PR",13
72101,200072101,"Morovis Municipio, PR",12.9
72103,200072103,"Naguabo Municipio, PR",12.1
72105,200072105,"Naranjito Municipio, PR",9.3
72107,200072107,"Orocovis Municipio, PR",13.5
72109,200072109,"Patillas Municipio, PR",14.5
72111,200072111,"Penuelas Municipio, PR",14.4
72113,200072113,"Ponce Municipio, PR",11.6
72115,200072115,"Quebradillas Municipio, PR",11.8
72117,200072117,"Rincon Municipio, PR",13
72119,200072119,"Rio Grande Municipio, PR",11.5
72121,200072121,"Sabana Grande Municipio, PR",12.2
72123,200072123,"Salinas Municipio, PR",13.8
72125,200072125,"San German Municipio, PR",13.4
72127,200072127,"San Juan Municipio, PR",7.4
72129,200072129,"San Lorenzo Municipio, PR",10.9
72131,200072131,"San Sebastian Municipio, PR",14.1
72133,200072133,"Santa Isabel Municipio, PR",11.7
72135,200072135,"Toa Alta Municipio, PR",6.9
72137,200072137,"Toa Baja Municipio, PR",7.4
72139,200072139,"Trujillo Alto Municipio, PR",6.8
72141,200072141,"Utuado Municipio, PR",12.3
72143,200072143,"Vega Alta Municipio, PR",9.1
72145,200072145,"Vega Baja Municipio, PR",11.1
72147,200072147,"Vieques Municipio, PR",13.2
72149,200072149,"Villalba Municipio, PR",12.9
72151,200072151,"Yabucoa Municipio, PR",15.2
72153,200072153,"Yauco Municipio, PR",12.2
1001,20041001,"Autauga County, AL",4.8
1003,20041003,"Baldwin County, AL",5.2
1005,20041005,"Barbour County, AL",7.2
1007,20041007,"Bibb County, AL",5.5
1009,20041009,"Blount County, AL",4.2
1011,20041011,"Bullock County, AL",11.6
1013,20041013,"Butler County, AL",9.5
1015,20041015,"Calhoun County, AL",5.5
1017,20041017,"Chambers County, AL",7
1019,20041019,"Cherokee County, AL",4.8
1021,20041021,"Chilton County, AL",4.7
1023,20041023,"Choctaw County, AL",8.6
1025,20041025,"Clarke County, AL",8.9
1027,20041027,"Clay County, AL",6.4
1029,20041029,"Cleburne County, AL",5.3
1031,20041031,"Coffee County, AL",5.4
1033,20041033,"Colbert County, AL",7.1
1035,20041035,"Conecuh County, AL",8.5
1037,20041037,"Coosa County, AL",7.1
1039,20041039,"Covington County, AL",6.7
1041,20041041,"Crenshaw County, AL",6.9
1043,20041043,"Cullman County, AL",5.2
1045,20041045,"Dale County, AL",5.4
1047,20041047,"Dallas County, AL",10.1
1049,20041049,"DeKalb County, AL",5.8
1051,20041051,"Elmore County, AL",4.9
1053,20041053,"Escambia County, AL",7.6
1055,20041055,"Etowah County, AL",6.4
1057,20041057,"Fayette County, AL",6.9
1059,20041059,"Franklin County, AL",7
1061,20041061,"Geneva County, AL",4.9
1063,20041063,"Greene County, AL",8.8
1065,20041065,"Hale County, AL",7.6
1067,20041067,"Henry County, AL",5.6
1069,20041069,"Houston County, AL",4.7
1071,20041071,"Jackson County, AL",6.9
1073,20041073,"Jefferson County, AL",5.3
1075,20041075,"Lamar County, AL",8.2
1077,20041077,"Lauderdale County, AL",6.4
1079,20041079,"Lawrence County, AL",6.4
1081,20041081,"Lee County, AL",4.5
1083,20041083,"Limestone County, AL",5.2
1085,20041085,"Lowndes County, AL",9.3
1087,20041087,"Macon County, AL",7
1089,20041089,"Madison County, AL",4.7
1091,20041091,"Marengo County, AL",6.2
1093,20041093,"Marion County, AL",6.4
1095,20041095,"Marshall County, AL",4.9
1097,20041097,"Mobile County, AL",6.6
1099,20041099,"Monroe County, AL",7.5
1101,20041101,"Montgomery County, AL",5.8
1103,20041103,"Morgan County, AL",6.1
1105,20041105,"Perry County, AL",10.2
1107,20041107,"Pickens County, AL",7.6
1109,20041109,"Pike County, AL",5.4
1111,20041111,"Randolph County, AL",6.8
1113,20041113,"Russell County, AL",6.6
1115,20041115,"St. Clair County, AL",5
1117,20041117,"Shelby County, AL",3.4
1119,20041119,"Sumter County, AL",9.6
1121,20041121,"Talladega County, AL",6.8
1123,20041123,"Tallapoosa County, AL",6.2
1125,20041125,"Tuscaloosa County, AL",4.8
1127,20041127,"Walker County, AL",6.1
1129,20041129,"Washington County, AL",9.6
1131,20041131,"Wilcox County, AL",12.1
1133,20041133,"Winston County, AL",7.3
2013,20042013,"Aleutians East Borough, AK",8.6
2016,20042016,"Aleutians West Census Area, AK",6.5
2020,20042020,"Anchorage Borough/municipality, AK",5.9
2050,20042050,"Bethel Census Area, AK",12.7
2060,20042060,"Bristol Bay Borough, AK",6.3
2068,20042068,"Denali Borough, AK",7.9
2070,20042070,"Dillingham Census Area, AK",10.9
2090,20042090,"Fairbanks North Star Borough, AK",6.5
2100,20042100,"Haines Borough, AK",9.9
2105,20042105,"Hoonah-Angoon Census Area, AK",
2110,20042110,"Juneau Borough/city, AK",5.9
2122,20042122,"Kenai Peninsula Borough, AK",9.6
2130,20042130,"Ketchikan Gateway Borough, AK",7.5
2150,20042150,"Kodiak Island Borough, AK",8.8
2158,20042158,"Kusilvak Census Area, AK",20.2
2164,20042164,"Lake and Peninsula Borough, AK",9.8
2170,20042170,"Matanuska-Susitna Borough, AK",8.4
2180,20042180,"Nome Census Area, AK",11.7
2185,20042185,"North Slope Borough, AK",10.2
2188,20042188,"Northwest Arctic Borough, AK",13.3
2195,20042195,"Petersburg Borough, AK",
2198,20042198,"Prince of Wales-Hyder Census Area, AK",
2201,20042201,"Prince of Wales-Outer Ketchikan Census Area, AK",13.6
2220,20042220,"Sitka Borough/city, AK",6.3
2230,20042230,"Skagway Municipality, AK",
2232,20042232,"Skagway-Hoonah-Angoon Census Area, AK",13.3
2240,20042240,"Southeast Fairbanks Census Area, AK",12
2261,20042261,"Valdez-Cordova Census Area, AK",10
2275,20042275,"Wrangell Borough/city, AK",
2280,20042280,"Wrangell-Petersburg Census Area, AK",12.4
2282,20042282,"Yakutat Borough/city, AK",10.8
2290,20042290,"Yukon-Koyukuk Census Area, AK",12
4001,20044001,"Apache County, AZ",11.5
4003,20044003,"Cochise County, AZ",5
4005,20044005,"Coconino County, AZ",5.4
4007,20044007,"Gila County, AZ",6.4
4009,20044009,"Graham County, AZ",6.7
4011,20044011,"Greenlee County, AZ",5.2
4012,20044012,"La Paz County, AZ",6.7
4013,20044013,"Maricopa County, AZ",4.4
4015,20044015,"Mohave County, AZ",4.4
4017,20044017,"Navajo County, AZ",8.6
4019,20044019,"Pima County, AZ",4.7
4021,20044021,"Pinal County, AZ",6
4023,20044023,"Santa Cruz County, AZ",9.6
4025,20044025,"Yavapai County, AZ",4.6
4027,20044027,"Yuma County, AZ",15.8
5000,20045000,Arkansas,5.7
5001,20045001,"Arkansas County, AR",6
5003,20045003,"Ashley County, AR",9.5
5005,20045005,"Baxter County, AR",6.2
5007,20045007,"Benton County, AR",3.6
5009,20045009,"Boone County, AR",5.9
5011,20045011,"Bradley County, AR",7.7
5013,20045013,"Calhoun County, AR",6.8
5015,20045015,"Carroll County, AR",4.9
5017,20045017,"Chicot County, AR",11
5019,20045019,"Clark County, AR",6.2
5021,20045021,"Clay County, AR",8.1
5023,20045023,"Cleburne County, AR",5.4
5025,20045025,"Cleveland County, AR",6.7
5027,20045027,"Columbia County, AR",6.5
5029,20045029,"Conway County, AR",5.8
5031,20045031,"Craighead County, AR",5.5
5033,20045033,"Crawford County, AR",5.2
5035,20045035,"Crittenden County, AR",6.9
5037,20045037,"Cross County, AR",8.1
5039,20045039,"Dallas County, AR",7.5
5041,20045041,"Desha County, AR",9.1
5043,20045043,"Drew County, AR",7.9
5045,20045045,"Faulkner County, AR",5
5047,20045047,"Franklin County, AR",4.8
5049,20045049,"Fulton County, AR",6.1
5051,20045051,"Garland County, AR",6.2
5053,20045053,"Grant County, AR",5.5
5055,20045055,"Greene County, AR",6.2
5057,20045057,"Hempstead County, AR",5.9
5059,20045059,"Hot Spring County, AR",6.1
5061,20045061,"Howard County, AR",6
5063,20045063,"Independence County, AR",6.3
5065,20045065,"Izard County, AR",7
5067,20045067,"Jackson County, AR",8.7
5069,20045069,"Jefferson County, AR",7.9
5071,20045071,"Johnson County, AR",5.4
5073,20045073,"Lafayette County, AR",7.2
5075,20045075,"Lawrence County, AR",8.1
5077,20045077,"Lee County, AR",11.3
5079,20045079,"Lincoln County, AR",7.7
5081,20045081,"Little River County, AR",4.9
5083,20045083,"Logan County, AR",5.4
5085,20045085,"Lonoke County, AR",4.7
5087,20045087,"Madison County, AR",4.1
5089,20045089,"Marion County, AR",6
5091,20045091,"Miller County, AR",4.9
5093,20045093,"Mississippi County, AR",10
5095,20045095,"Monroe County, AR",7.1
5097,20045097,"Montgomery County, AR",5.4
5099,20045099,"Nevada County, AR",6
5101,20045101,"Newton County, AR",6.2
5103,20045103,"Ouachita County, AR",6.9
5105,20045105,"Perry County, AR",5.7
5107,20045107,"Phillips County, AR",9.1
5109,20045109,"Pike County, AR",5.5
5111,20045111,"Poinsett County, AR",6.4
5113,20045113,"Polk County, AR",6
5115,20045115,"Pope County, AR",5.4
5117,20045117,"Prairie County, AR",5.3
5119,20045119,"Pulaski County, AR",5.2
5121,20045121,"Randolph County, AR",8.3
5123,20045123,"St. Francis County, AR",9.3
5125,20045125,"Saline County, AR",4.6
5127,20045127,"Scott County, AR",5.2
5129,20045129,"Searcy County, AR",5.7
5131,20045131,"Sebastian County, AR",4.8
5133,20045133,"Sevier County, AR",4.6
5135,20045135,"Sharp County, AR",7.9
5137,20045137,"Stone County, AR",7.5
5139,20045139,"Union County, AR",7.4
5141,20045141,"Van Buren County, AR",7
5143,20045143,"Washington County, AR",3.8
5145,20045145,"White County, AR",6.4
5147,20045147,"Woodruff County, AR",10
5149,20045149,"Yell County, AR",5.1
6000,20046000,California,6.2
6001,20046001,"Alameda County, CA",5.9
6003,20046003,"Alpine County, CA",8.1
6005,20046005,"Amador County, CA",5.8
6007,20046007,"Butte County, CA",7.4
6009,20046009,"Calaveras County, CA",6.8
6011,20046011,"Colusa County, CA",13.6
6013,20046013,"Contra Costa County, CA",5.4
6015,20046015,"Del Norte County, CA",8
6017,20046017,"El Dorado County, CA",5.3
6019,20046019,"Fresno County, CA",10.4
6021,20046021,"Glenn County, CA",9.3
6023,20046023,"Humboldt County, CA",6.5
6025,20046025,"Imperial County, CA",17
6027,20046027,"Inyo County, CA",5.3
6029,20046029,"Kern County, CA",9.9
6031,20046031,"Kings County, CA",11
6033,20046033,"Lake County, CA",9
6035,20046035,"Lassen County, CA",7.6
6037,20046037,"Los Angeles County, CA",6.5
6039,20046039,"Madera County, CA",9.1
6041,20046041,"Marin County, CA",4.4
6043,20046043,"Mariposa County, CA",6.7
6045,20046045,"Mendocino County, CA",6.4
6047,20046047,"Merced County, CA",10.9
6049,20046049,"Modoc County, CA",8.7
6051,20046051,"Mono County, CA",5
6053,20046053,"Monterey County, CA",8.3
6055,20046055,"Napa County, CA",4.7
6057,20046057,"Nevada County, CA",5.3
6059,20046059,"Orange County, CA",4.2
6061,20046061,"Placer County, CA",4.8
6063,20046063,"Plumas County, CA",9.8
6065,20046065,"Riverside County, CA",6
6067,20046067,"Sacramento County, CA",5.6
6069,20046069,"San Benito County, CA",9.5
6071,20046071,"San Bernardino County, CA",5.7
6073,20046073,"San Diego County, CA",4.7
6075,20046075,"San Francisco County/city, CA",5.8
6077,20046077,"San Joaquin County, CA",8.7
6079,20046079,"San Luis Obispo County, CA",4.6
6081,20046081,"San Mateo County, CA",4.8
6083,20046083,"Santa Barbara County, CA",4.7
6085,20046085,"Santa Clara County, CA",6.4
6087,20046087,"Santa Cruz County, CA",7
6089,20046089,"Shasta County, CA",7.6
6091,20046091,"Sierra County, CA",9.7
6093,20046093,"Siskiyou County, CA",9.4
6095,20046095,"Solano County, CA",5.8
6097,20046097,"Sonoma County, CA",4.9
6099,20046099,"Stanislaus County, CA",9.2
6101,20046101,"Sutter County, CA",10.6
6103,20046103,"Tehama County, CA",7.4
6105,20046105,"Trinity County, CA",10.9
6107,20046107,"Tulare County, CA",11.6
6109,20046109,"Tuolumne County, CA",6.9
6111,20046111,"Ventura County, CA",5.3
6113,20046113,"Yolo County, CA",6.1
6115,20046115,"Yuba County, CA",9.7
8000,20048000,Colorado,5.5
8001,20048001,"Adams County, CO",6.4
8003,20048003,"Alamosa County, CO",5.8
8005,20048005,"Arapahoe County, CO",5.5
8007,20048007,"Archuleta County, CO",5.4
8009,20048009,"Baca County, CO",3.6
8011,20048011,"Bent County, CO",6.3
8013,20048013,"Boulder County, CO",4.8
8014,20048014,"Broomfield County/city, CO",5.7
8015,20048015,"Chaffee County, CO",5.8
8017,20048017,"Cheyenne County, CO",3
8019,20048019,"Clear Creek County, CO",5.6
8021,20048021,"Conejos County, CO",7.8
8023,20048023,"Costilla County, CO",10.6
8025,20048025,"Crowley County, CO",8
8027,20048027,"Custer County, CO",5.1
8029,20048029,"Delta County, CO",5.4
8031,20048031,"Denver County/city, CO",6.5
8033,20048033,"Dolores County, CO",6.6
8035,20048035,"Douglas County, CO",4.6
8037,20048037,"Eagle County, CO",4.3
8039,20048039,"Elbert County, CO",4.8
8041,20048041,"El Paso County, CO",5.6
8043,20048043,"Fremont County, CO",6.7
8045,20048045,"Garfield County, CO",4.2
8047,20048047,"Gilpin County, CO",5.4
8049,20048049,"Grand County, CO",4.1
8051,20048051,"Gunnison County, CO",4.1
8053,20048053,"Hinsdale County, CO",3.3
8055,20048055,"Huerfano County, CO",8.1
8057,20048057,"Jackson County, CO",3.5
8059,20048059,"Jefferson County, CO",5.3
8061,20048061,"Kiowa County, CO",5.1
8063,20048063,"Kit Carson County, CO",3.5
8065,20048065,"Lake County, CO",5.6
8067,20048067,"La Plata County, CO",4.1
8069,20048069,"Larimer County, CO",4.6
8071,20048071,"Las Animas County, CO",5.4
8073,20048073,"Lincoln County, CO",4.1
8075,20048075,"Logan County, CO",4.3
8077,20048077,"Mesa County, CO",5.4
8079,20048079,"Mineral County, CO",4.7
8081,20048081,"Moffat County, CO",4.9
8083,20048083,"Montezuma County, CO",5.5
8085,20048085,"Montrose County, CO",5.3
8087,20048087,"Morgan County, CO",4.5
8089,20048089,"Otero County, CO",6
8091,20048091,"Ouray County, CO",4
8093,20048093,"Park County, CO",5.3
8095,20048095,"Phillips County, CO",3.6
8097,20048097,"Pitkin County, CO",4.9
8099,20048099,"Prowers County, CO",4.4
8101,20048101,"Pueblo County, CO",7.3
8103,20048103,"Rio Blanco County, CO",3.8
8105,20048105,"Rio Grande County, CO",6
8107,20048107,"Routt County, CO",3.9
8109,20048109,"Saguache County, CO",6.9
8111,20048111,"San Juan County, CO",6.1
8113,20048113,"San Miguel County, CO",4.7
8115,20048115,"Sedgwick County, CO",3.2
8117,20048117,"Summit County, CO",4.2
8119,20048119,"Teller County, CO",5.5
8121,20048121,"Washington County, CO",3.9
8123,20048123,"Weld County, CO",5.6
8125,20048125,"Yuma County, CO",3.2
9000,20049000,Connecticut,5
9001,20049001,"Fairfield County, CT",4.5
9003,20049003,"Hartford County, CT",5.5
9005,20049005,"Litchfield County, CT",4.8
9007,20049007,"Middlesex County, CT",4.2
9009,20049009,"New Haven County, CT",5.3
9011,20049011,"New London County, CT",4.5
9013,20049013,"Tolland County, CT",4.1
9015,20049015,"Windham County, CT",5.6
10000,200410000,Delaware,4
10001,200410001,"Kent County, DE",3.5
10003,200410003,"New Castle County, DE",4.2
10005,200410005,"Sussex County, DE",3.6
11000,200411000,District of Columbia,7.8
11001,200411001,District of Columbia,7.8
12000,200412000,Florida,4.6
12001,200412001,"Alachua County, FL",3.6
12003,200412003,"Baker County, FL",4.1
12005,200412005,"Bay County, FL",4.5
12007,200412007,"Bradford County, FL",4
12009,200412009,"Brevard County, FL",4.6
12011,200412011,"Broward County, FL",4.7
